Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELA_FISH901_EM_270.00,ELA_FISH901_EM_272.00,ELA_FISH901_EM_274.00,ELA_FISH901_EM_276.00,ELA_FISH901_EM_278.00,ELA_FISH901_EM_280.00,ELA_FISH901_EM_282.00,ELA_FISH901_EM_284.00,ELA_FISH901_EM_286.00,ELA_FISH901_EM_288.00,ELA_FISH901_EM_290.00,ELA_FISH901_EM_292.00,ELA_FISH901_EM_294.00,ELA_FISH901_EM_296.00,ELA_FISH901_EM_298.00,ELA_FISH901_EM_300.00,ELA_FISH901_EM_302.00,ELA_FISH901_EM_304.00,ELA_FISH901_EM_306.00,ELA_FISH901_EM_308.00,ELA_FISH901_EM_310.00,ELA_FISH901_EM_312.00,ELA_FISH901_EM_314.00,ELA_FISH901_EM_316.00,ELA_FISH901_EM_318.00,ELA_FISH901_EM_320.00,ELA_FISH901_EM_322.00,ELA_FISH901_EM_324.00,ELA_FISH901_EM_326.00,ELA_FISH901_EM_328.00,ELA_FISH901_EM_330.00,ELA_FISH901_EM_332.00,ELA_FISH901_EM_334.00,ELA_FISH901_EM_336.00,ELA_FISH901_EM_338.00,ELA_FISH901_EM_340.00,ELA_FISH901_EM_342.00,ELA_FISH901_EM_344.00,ELA_FISH901_EM_346.00,ELA_FISH901_EM_348.00,ELA_FISH901_EM_350.00,ELA_FISH901_EM_352.00,ELA_FISH901_EM_354.00,ELA_FISH901_EM_356.00,ELA_FISH901_EM_358.00,ELA_FISH901_EM_360.00,ELA_FISH901_EM_362.00,ELA_FISH901_EM_364.00,ELA_FISH901_EM_366.00,ELA_FISH901_EM_368.00,ELA_FISH901_EM_370.00,ELA_FISH901_EM_372.00,ELA_FISH901_EM_374.00,ELA_FISH901_EM_376.00,ELA_FISH901_EM_378.00,ELA_FISH901_EM_380.00,ELA_FISH901_EM_382.00,ELA_FISH901_EM_384.00,ELA_FISH901_EM_386.00,ELA_FISH901_EM_388.00,ELA_FISH901_EM_390.00,ELA_FISH901_EM_392.00,ELA_FISH901_EM_394.00,ELA_FISH901_EM_396.00,ELA_FISH901_EM_398.00,ELA_FISH901_EM_400.00,ELA_FISH901_EM_402.00,ELA_FISH901_EM_404.00,ELA_FISH901_EM_406.00,ELA_FISH901_EM_408.00,ELA_FISH901_EM_410.00,ELA_FISH901_EM_412.00,ELA_FISH901_EM_414.00,ELA_FISH901_EM_416.00,ELA_FISH901_EM_418.00,ELA_FISH901_EM_420.00,ELA_FISH901_EM_422.00,ELA_FISH901_EM_424.00,ELA_FISH901_EM_426.00,ELA_FISH901_EM_428.00,ELA_FISH901_EM_430.00,ELA_FISH901_EM_432.00,ELA_FISH901_EM_434.00,ELA_FISH901_EM_436.00,ELA_FISH901_EM_438.00,ELA_FISH901_EM_440.00,ELA_FISH901_EM_442.00,ELA_FISH901_EM_444.00,ELA_FISH901_EM_446.00,ELA_FISH901_EM_448.00,ELA_FISH901_EM_450.00,ELA_FISH901_EM_452.00,ELA_FISH901_EM_454.00,ELA_FISH901_EM_456.00,ELA_FISH901_EM_458.00,ELA_FISH901_EM_460.00,ELA_FISH901_EM_462.00,ELA_FISH901_EM_464.00,ELA_FISH901_EM_466.00,ELA_FISH901_EM_468.00,ELA_FISH901_EM_470.00,ELA_FISH901_EM_472.00,ELA_FISH901_EM_474.00,ELA_FISH901_EM_476.00,ELA_FISH901_EM_478.00,ELA_FISH901_EM_480.00,ELA_FISH901_EM_482.00,ELA_FISH901_EM_484.00,ELA_FISH901_EM_486.00,ELA_FISH901_EM_488.00,ELA_FISH901_EM_490.00,ELA_FISH901_EM_492.00,ELA_FISH901_EM_494.00,ELA_FISH901_EM_496.00,ELA_FISH901_EM_498.00,ELA_FISH901_EM_500.00,ELA_FISH901_EM_502.00,ELA_FISH901_EM_504.00,ELA_FISH901_EM_506.00,ELA_FISH901_EM_508.00,ELA_FISH901_EM_510.00,ELA_FISH901_EM_512.00,ELA_FISH901_EM_514.00,ELA_FISH901_EM_516.00,ELA_FISH901_EM_518.00,ELA_FISH901_EM_520.00,ELA_FISH901_EM_522.00,ELA_FISH901_EM_524.00,ELA_FISH901_EM_526.00,ELA_FISH901_EM_528.00,ELA_FISH901_EM_530.00,ELA_FISH901_EM_532.00,ELA_FISH901_EM_534.00,ELA_FISH901_EM_536.00,ELA_FISH901_EM_538.00,ELA_FISH901_EM_540.00,ELA_FISH901_EM_542.00,ELA_FISH901_EM_544.00,ELA_FISH901_EM_546.00,ELA_FISH901_EM_548.00,ELA_FISH901_EM_550.00,ELA_FISH901_EM_552.00,ELA_FISH901_EM_554.00,ELA_FISH901_EM_556.00,ELA_FISH901_EM_558.00,ELA_FISH901_EM_560.00,ELA_FISH901_EM_562.00,ELA_FISH901_EM_564.00,ELA_FISH901_EM_566.00,ELA_FISH901_EM_568.00,ELA_FISH901_EM_570.00,ELA_FISH901_EM_572.00,ELA_FISH901_EM_574.00,ELA_FISH901_EM_576.00,ELA_FISH901_EM_578.00,ELA_FISH901_EM_580.00,ELA_FISH901_EM_582.00,ELA_FISH901_EM_584.00,ELA_FISH901_EM_586.00,ELA_FISH901_EM_588.00,ELA_FISH901_EM_590.00,ELA_FISH901_EM_592.00,ELA_FISH901_EM_594.00,ELA_FISH901_EM_596.00,ELA_FISH901_EM_598.00,ELA_FISH901_EM_600.00
435.0700073,-0.134961396,-0.134597123,-0.117396221,-0.147298813,-0.169473559,-0.139888808,-0.144873261,-0.137605608,-0.139893487,-0.135135904,-0.152249143,-0.115447544,-0.125700057,-0.162017152,-0.142609686,-0.152249143,-0.123151392,-0.152249143,-0.15468888,-0.108136252,-0.166947201,-0.176595271,-0.176278651,-0.140251279,-0.121019788,-0.096205026,-0.106083676,-0.11099942,-0.118247434,-0.094193563,-0.11350137,-0.099031791,-0.120452873,-0.107976645,-0.147327408,-0.105809815,-0.112884879,-0.084674396,-0.097052768,-0.086807288,-0.094424084,-0.128103644,-0.101154745,-0.098949656,-0.081796154,-0.093844891,-0.113279976,-0.091058172,-0.06971065,-0.041329861,-0.050335601,-0.057090983,-0.050081484,-0.06409163,-0.038849123,-0.029977329,-0.077432804,-0.066946745,-0.071474686,-0.007651925,-0.03205359,-0.049651466,-0.045591012,-0.027549878,-0.034475647,-0.00447464,-0.007296041,0.028921649,0.04488343,0.106097803,0.165896401,0.204354629,0.394114017,0.407788277,0.511581898,0.517967701,0.726891816,0.984681427,1.296054244,4.498082161,25.33678055,99.73503876,201.2154694,217.0654449,128.9167633,43.83014297,8.611871719,2.221153259,1.685273886,1.445557952,1.409766555,1.36973691,1.293802857,1.435549736,1.447526336,1.238006115,1.355531931,1.443395257,1.624218225,1.752347708,1.819398522,1.965124846,1.902517319,2.051044226,2.132838488,2.190457344,2.210488081,2.43825531,2.506735563,2.450096369,2.543064594,2.459768772,2.696767569,2.757470369,2.762037992,3.150927544,3.483867407,4.108409405,4.590598106,4.89480257,5.210643768,4.558669567,4.170005322,3.63404417,3.153503895,2.851391554,2.734983206,2.49530673,2.616178751,2.316643476,2.412101984,2.322652102,2.194590569,2.239235163,2.239189863,2.077947855,2.099395037,1.896995783,1.926450729,1.928144455,2.085926771,1.760830045,1.777784228,1.812971711,1.701821446,1.597930431,1.429899812,1.446853042,1.370656848,1.218609095,1.262767911,1.173646331,1.022329569,1.121660948,1.01837337,1.048326731,0.859089911,0.883147418,0.842785299,0.842325211,0.721563578,0.724831522,0.725380957,0.751521051,0.660244346,0.644728541
440,-0.152249143,-0.11902608,-0.117484435,-0.117424294,-0.122468419,-0.140867472,-0.138484076,-0.13409777,-0.145360574,-0.138565511,-0.124912359,-0.145410359,-0.140913233,-0.161274835,-0.170221373,-0.145421624,-0.165874943,-0.152249143,-0.127243012,-0.152249143,-0.188677281,-0.14997448,-0.15896295,-0.167797029,-0.145503923,-0.136534587,-0.100893922,-0.120796882,-0.156763583,-0.14998804,-0.120161571,-0.12718232,-0.127169177,-0.111303106,-0.127219498,-0.127154469,-0.122853607,-0.116262794,-0.14081879,-0.150011912,-0.138764724,-0.111668393,-0.113762438,-0.109388389,-0.099790901,-0.095273107,-0.111414939,-0.127373695,-0.081644721,-0.10016191,-0.083946712,-0.100320913,-0.075129256,-0.108780727,-0.059025586,-0.100030892,-0.066078804,-0.08854299,-0.052013822,-0.045143478,-0.043744452,-0.058128037,-0.072707839,-0.029547244,-0.054940298,-0.022915035,-0.045594335,-0.00884603,0.042339042,0.057926044,0.062402412,0.133322671,0.193182662,0.180256322,0.214541361,0.256483197,0.356079519,0.365111828,0.569445193,0.708266616,0.999127448,1.843307853,9.662899971,58.38162231,153.6085052,222.4439087,193.2805481,89.20797729,18.40532875,3.010923862,1.739549041,1.526595235,1.373111725,1.261741757,1.21641016,1.163655996,1.209136248,1.288940787,1.227442384,1.432057738,1.385114431,1.557848096,1.672858119,1.639667869,1.722292423,1.841914654,1.981357813,1.997268677,2.08795166,2.244826555,2.311060667,2.215673208,2.217349768,2.437924862,2.216536283,2.521252155,2.526567936,2.530384541,2.589205027,3.281219721,3.52423811,4.021091938,4.455994129,4.450519085,4.324699879,4.137903214,3.542707443,3.00886178,2.752129793,2.361475229,2.238929987,2.24529171,2.075288534,2.11971426,2.0160501,1.927134514,1.924292564,1.858385324,1.914985657,1.853938818,1.604601026,1.66915071,1.521089196,1.564865351,1.615803242,1.45723772,1.397153258,1.474956155,1.239434838,1.248535872,1.162400961,1.060026288,1.074761391,1.00293088,1.051198959,0.965051711,0.849549592,0.873186648,0.896822035,0.818494737,0.819667459,0.719429731,0.683581948,0.581203043,0.616643369,0.632743537
445,-0.128702298,-0.123466432,-0.119844384,-0.167451099,-0.1331186,-0.132997185,-0.132916749,-0.148018107,-0.128644451,-0.14579019,-0.154365987,-0.156531766,-0.160729885,-0.156476647,-0.135400236,-0.15437457,-0.156463027,-0.139470413,-0.141597286,-0.139448956,-0.154378384,-0.131067544,-0.13760972,-0.150158703,-0.122866511,-0.135448456,-0.093700036,-0.145956829,-0.14802666,-0.133240312,-0.12894465,-0.109671131,-0.120290868,-0.1265641,-0.105408043,-0.141580522,-0.101483643,-0.110064216,-0.131026506,-0.101634599,-0.13329035,-0.118587464,-0.120467529,-0.114121467,-0.120512985,-0.11215587,-0.093194857,-0.105567664,-0.114207365,-0.109940708,-0.107597172,-0.111990042,-0.105553493,-0.084246941,-0.077518709,-0.096842408,-0.090613894,-0.054201156,-0.060359769,-0.07121636,-0.107752338,-0.056461252,-0.086132735,-0.047989607,-0.056253448,-0.053605594,-0.035669632,-0.026088193,-0.035664439,0.010560825,0.015786618,0.013868019,0.05737938,0.130263552,0.179795936,0.153563187,0.190164819,0.23163043,0.252932131,0.389298379,0.338874817,0.50294739,0.703010798,1.144802928,4.047696114,24.41044235,98.24604034,190.7705536,212.4203644,132.1298676,47.04877472,8.181715965,2.020055056,1.494647145,1.321891308,1.161108255,1.081457376,1.14388454,1.057985306,1.20173502,1.220702291,1.314833641,1.463650584,1.372895837,1.456008554,1.616372347,1.699063063,1.826423049,1.677195191,1.814360738,1.806023121,1.907389641,1.871628523,2.014990807,2.04592824,2.042872906,2.027098179,2.318635941,2.041251898,2.285617828,2.302804708,2.596717834,2.798449516,2.941861153,3.509975433,3.695392847,3.853352308,3.987698317,3.835372448,3.257792711,2.899570465,2.528789282,2.139823914,2.001049757,1.935548067,1.94513607,1.831631422,1.714234591,1.71444118,1.65489769,1.596377015,1.519024849,1.491259336,1.417145133,1.488327384,1.327285409,1.272084475,1.133805633,1.109410167,1.104092956,1.03200829,1.013062954,0.964171946,0.888403833,0.927316129,0.805366874,0.867793977,0.762018681,0.715837479,0.723541498,0.639497995,0.658864796,0.619258165,0.605466902,0.57274127,0.512263954
450,-0.139060915,-0.123368599,-0.150035843,-0.152249143,-0.137078747,-0.16979,-0.147884935,-0.126423582,-0.134932458,-0.137020037,-0.130504102,-0.163074613,-0.175813437,-0.141424403,-0.143615916,-0.137112901,-0.173754618,-0.180312529,-0.160930157,-0.139342532,-0.145750508,-0.130672544,-0.162844583,-0.15436928,-0.139333397,-0.116343632,-0.145876154,-0.09445817,-0.141466215,-0.100840546,-0.106764473,-0.137144864,-0.106791057,-0.156592295,-0.150078401,-0.117739312,-0.104502559,-0.137234583,-0.13718614,-0.132984951,-0.135008693,-0.113505051,-0.141434193,-0.117797568,-0.119804993,-0.10462793,-0.134996727,-0.115537234,-0.106977545,-0.1219192,-0.089652412,-0.102551222,-0.087932743,-0.083396845,-0.113217644,-0.089916393,-0.098137759,-0.115434602,-0.109343857,-0.080515318,-0.076483369,-0.076898493,-0.036929473,-0.068500109,-0.09201362,-0.08134301,-0.059340246,-0.031662919,-0.030719519,-0.047934785,-0.003397554,-0.017757893,0.006241694,0.014386192,0.047488645,0.091057241,0.097663268,0.128097281,0.120659754,0.222116992,0.221473441,0.254623115,0.414635837,0.464772522,0.627326012,0.90971595,1.764493108,9.41173172,65.98995972,170.6614227,231.2883148,173.8488312,78.39653015,16.59997368,3.074736118,1.558389664,1.289918661,1.151251435,1.070411444,1.147801757,1.123925805,1.132971764,1.168022275,1.197120905,1.23687911,1.309617996,1.387943745,1.369282484,1.493038058,1.572641611,1.59734869,1.687022924,1.617824674,1.734439015,1.615107536,1.763828516,1.808120608,1.870322227,1.814877152,1.800369024,1.8320719,1.893923759,1.960440397,2.091849089,2.177550316,2.322541714,2.484445572,2.911591768,3.168107748,3.485637665,3.556817055,3.398397923,3.155183792,2.561170101,2.096466541,1.911017418,1.695604563,1.698131919,1.52472496,1.478779435,1.486773252,1.488499761,1.403673053,1.357297778,1.188402534,1.292757034,1.201751351,1.186524749,1.145219922,1.09798491,0.906459987,0.905333579,1.009685993,0.974239051,0.838826835,0.804928362,0.769954145,0.632105231,0.707834005,0.648860514,0.615651727,0.634736538,0.559101999,0.534390271,0.523808122,0.490818381
455,-0.141482353,-0.152249143,-0.171184331,-0.144301653,-0.133700699,-0.12278191,-0.144273832,-0.133874029,-0.146970764,-0.130994201,-0.15490064,-0.141705424,-0.167783409,-0.130945578,-0.154858142,-0.152249143,-0.170570433,-0.191815287,-0.144308344,-0.125874221,-0.165348232,-0.160166711,-0.152249143,-0.165178701,-0.121110886,-0.126234308,-0.13142167,-0.123527467,-0.128920212,-0.162620351,-0.139146179,-0.112664312,-0.136475116,-0.149606511,-0.110160269,-0.175936028,-0.107491568,-0.154872358,-0.128738791,-0.120865434,-0.110674292,-0.118408196,-0.123161465,-0.136427701,-0.086794354,-0.05012095,-0.112872966,-0.104804933,-0.076237403,-0.136481792,-0.123400241,-0.133880734,-0.092407703,-0.128616616,-0.126064554,-0.105133414,-0.1097757,-0.086355105,-0.073310085,-0.065170325,-0.071130224,-0.102029502,-0.054642871,-0.036937907,-0.028272279,-0.081819996,-0.068616346,-0.010310844,-0.02981282,-0.008702978,-0.037208937,-0.023528054,0.045109883,-0.027852006,0.00554812,0.101521149,0.062835827,0.109759137,0.086717293,0.081284761,0.234592006,0.238789305,0.27429837,0.255436122,0.436860144,0.556532741,0.545269072,0.827487171,1.137201428,5.223175049,31.23648071,123.4524765,209.1085052,212.3762665,119.3861618,40.19556046,6.028777599,1.915122986,1.269413471,1.272796869,1.128804207,1.026083946,1.08989954,1.117756128,1.19840157,1.172874689,1.074065685,1.183145404,1.243346334,1.272630095,1.459073067,1.434303641,1.391867399,1.493992925,1.392465711,1.47426331,1.645926833,1.590051413,1.593129158,1.653662086,1.74832499,1.727602243,1.707220674,1.765650272,1.79107666,1.689971328,1.759145379,1.890595913,1.882160425,2.157585144,2.58485651,2.748582602,2.978547812,2.990150213,2.920426607,2.809450388,2.477856874,2.12996769,1.741551399,1.529974461,1.354788423,1.380012989,1.359746099,1.276185513,1.186365843,1.288497567,1.092091799,1.02517724,1.092388749,0.94795841,0.884404361,0.792332768,0.779552341,0.796721637,0.780632555,0.745810568,0.699317813,0.646541417,0.620664656,0.67171675,0.587644398,0.540137172,0.514445066,0.503841937,0.503503919,0.472796381
460,-0.13258931,-0.147300184,-0.127595529,-0.127806261,-0.157129303,-0.120317601,-0.174172878,-0.137785137,-0.127992481,-0.144902408,-0.135426015,-0.144987196,-0.149859443,-0.161931604,-0.142565697,-0.144993663,-0.161870465,-0.137721926,-0.118485563,-0.152249143,-0.154666573,-0.135316148,-0.154628307,-0.152249143,-0.152249143,-0.114113227,-0.128533468,-0.140299797,-0.161767632,-0.152249143,-0.13537325,-0.140136003,-0.135252297,-0.128135085,-0.132912621,-0.142581686,-0.130740434,-0.147471443,-0.161859959,-0.111883283,-0.114024118,-0.101897761,-0.132998332,-0.101417683,-0.113699012,-0.094475031,-0.106559813,-0.082425989,-0.07993193,-0.113941386,-0.089747794,-0.116002813,-0.082455732,-0.128102422,-0.093934149,-0.128242657,-0.108557701,-0.115902513,-0.120833382,-0.082444303,-0.101670377,-0.064993761,-0.087250762,-0.051181436,-0.056577563,-0.068107046,-0.05350773,-0.053975642,-0.013286725,-0.026805565,0.005779058,0.020256773,0.046451405,0.005804032,0.0328587,0.000873715,0.038609669,0.03701888,0.061865792,0.084357724,0.103758648,0.104852691,0.134769008,0.221299782,0.213116989,0.199729547,0.30619812,0.369875252,0.535459161,0.703563154,0.984580576,2.076315165,9.629590034,58.76639175,166.0670471,233.009079,180.7235565,85.43681335,16.46517372,2.710344076,1.576631784,1.234388471,1.122135997,1.127813816,0.990394413,1.018428445,1.00932157,1.048233986,1.143790841,1.145817399,1.199379206,1.237442374,1.231697679,1.284365892,1.334814429,1.379941225,1.294120669,1.426964402,1.400393605,1.550673246,1.50705874,1.521986365,1.439037561,1.512328863,1.591298342,1.554084897,1.589193583,1.590797663,1.531172395,1.513835907,1.696365237,1.68659246,1.996153831,1.931054354,2.063813448,2.563663483,2.728820562,2.684867382,2.502459764,2.403864622,2.313141108,1.805294275,1.467859387,1.279128432,1.116178989,1.098194122,0.986966908,1.048251271,0.956699669,1.042158604,0.841748774,0.801728606,0.826637566,0.771786034,0.740043521,0.666847467,0.684985757,0.693193376,0.661186874,0.577323377,0.578952134,0.481114507,0.509359539,0.517995358,0.478811383,0.469622135
465,-0.111107036,-0.152249143,-0.175923035,-0.160924748,-0.117398754,-0.120039724,-0.169739202,-0.140657455,-0.146480352,-0.117267594,-0.160913378,-0.12061777,-0.129422516,-0.129018649,-0.163836658,-0.149367064,-0.172417983,-0.111865267,-0.134936824,-0.117431007,-0.169616491,-0.163704753,-0.152249143,-0.16922313,-0.15510574,-0.135251731,-0.135206684,-0.117703244,-0.117817238,-0.152249143,-0.160878703,-0.146470249,-0.126194358,-0.083238609,-0.108636126,-0.132101551,-0.172283888,-0.163692787,-0.117691711,-0.132253081,-0.097673401,-0.143588334,-0.120603845,-0.13784349,-0.103166416,-0.126332253,-0.097664461,-0.08319632,-0.083163127,-0.091811225,-0.103480548,-0.097276106,-0.097777605,-0.143616021,-0.114378408,-0.100631945,-0.086331837,-0.117704444,-0.088647865,-0.10332448,-0.108817458,-0.09112142,-0.097888723,-0.062474474,-0.060499184,-0.008488357,-0.060298555,-0.00660269,0.051435858,0.064425707,0.151609853,0.027006686,0.025980785,0.013959289,0.015122473,0.012041435,0.041091412,0.096683696,0.04309544,0.029192746,0.078039184,0.045899019,0.031611875,0.10043098,0.152066216,0.150800064,0.215785101,0.253935099,0.334566951,0.427998483,0.482989788,0.682133079,0.806983471,1.198363781,6.441101551,32.43354797,118.4391556,194.2934723,198.4637756,115.3012772,38.33175278,6.027279377,1.672797799,1.230801702,1.13381362,1.03279376,1.092000842,1.019097328,1.081364274,1.010133386,0.969468534,1.038599372,1.05906713,1.095759988,1.076566696,1.107310772,1.207690001,1.136414409,1.188352466,1.292866349,1.346505761,1.293617964,1.302750468,1.293934107,1.259612918,1.386892796,1.208535314,1.351378083,1.33901155,1.194673657,1.260580182,1.290382862,1.354347587,1.423252702,1.271914244,1.575234652,1.62491405,1.949289322,2.137849092,2.169685841,2.303591013,2.377362728,2.002886534,1.818625569,1.509936571,1.30699873,1.155584216,0.999618113,0.932346404,0.867358506,0.595294952,0.76847744,0.777520716,0.659026384,0.600634515,0.607453465,0.609313309,0.553511322,0.566631436,0.633135855,0.577112019,0.486766934,0.45737493,0.438722074,0.38522625,0.431586862
470,-0.148686945,-0.15928483,-0.148684606,-0.152249143,-0.131124839,-0.166476876,-0.10661301,-0.155744955,-0.116808884,-0.092876881,-0.152249143,-0.134934813,-0.145320892,-0.103360653,-0.152249143,-0.131415591,-0.131410956,-0.145268783,-0.141854644,-0.166186273,-0.127905384,-0.141884297,-0.131814778,-0.124673873,-0.159117207,-0.135063291,-0.101085685,-0.035779275,-0.117954418,-0.124584042,-0.107226878,-0.128035486,-0.096992135,-0.120933145,-0.14527294,-0.166177347,-0.131796241,-0.114277124,-0.166025192,-0.090430006,-0.128130421,-0.131412044,-0.121172547,-0.114253119,-0.131499961,-0.073005743,-0.131632924,-0.10736692,-0.114239335,-0.104101948,-0.110697031,-0.079212777,-0.103857979,-0.07213936,-0.121013895,-0.128014699,-0.089406349,-0.093367137,-0.103239655,-0.096428245,-0.120821923,-0.082850486,-0.062660702,-0.065265693,-0.086696632,-0.086597651,-0.100171596,-0.066223197,0.018971413,0.049411997,0.091813445,0.123674974,0.165222123,0.021358415,0.045534983,-0.014644086,0.021818832,0.093650803,0.042489484,0.070046797,0.101327494,0.038834095,0.100223556,0.036896631,0.070829555,0.089166149,0.235071406,0.224077836,0.229412034,0.258127928,0.273498714,0.324841917,0.478154004,0.527315497,0.713239491,1.001428366,2.281266212,10.33609676,61.29433823,159.2586975,217.8527679,167.2370911,77.23683929,15.07956123,2.540263891,1.415165186,1.20766294,1.230763197,1.137976289,1.167946696,1.046199679,0.95361501,1.032144189,1.010549545,1.009891868,0.912494838,0.982304871,1.050308108,1.065756798,1.055868983,1.137026548,1.095456362,1.144626379,1.1169523,1.225434542,1.186852694,1.137634277,1.129986286,1.163455009,1.058157682,1.298331022,1.122360826,1.196796775,1.016800165,1.169303536,1.161475062,1.132193446,1.04538846,1.180049539,1.442940831,1.625395536,1.746899605,1.897678375,1.871231556,2.049048424,1.867491007,1.81807971,1.674997449,1.247786403,1.106193185,0.812100589,0.691087484,0.565650463,0.655558288,0.585811675,0.653665423,0.588443339,0.532256126,0.492080748,0.646780968,0.499897301,0.432368159,0.448076963,0.531341255,0.345461428,0.371721625
475.0700073,-0.132494733,-0.11705564,-0.14420104,-0.195884004,-0.132632762,-0.152249143,-0.104998164,-0.105090454,-0.179839045,-0.136616513,-0.132921666,-0.148352593,-0.144500539,-0.109298848,-0.085874788,-0.156123474,-0.113478631,-0.167718604,-0.179263756,-0.195144832,-0.144535154,-0.14459756,-0.171338066,-0.091199078,-0.13325204,-0.083344348,-0.102581158,-0.171602279,-0.163752168,-0.163770854,-0.121071972,-0.136870563,-0.136750728,-0.109980464,-0.086615369,-0.129088134,-0.110486448,-0.098688707,-0.121466175,-0.125522003,-0.064487666,-0.132902071,-0.148393899,-0.129147157,-0.109916046,-0.125262335,-0.129252523,-0.125317365,-0.113588795,-0.129126146,-0.133076698,-0.156089261,-0.105967313,-0.079257838,-0.082736582,-0.028359801,-0.090555027,-0.090646237,-0.063202985,-0.078155428,-0.043571636,-0.054940693,-0.048406184,-0.086862266,-0.055635266,-0.14079237,-0.036695644,-0.060343713,-0.041479252,0.053793252,0.087349251,0.144164249,0.148684904,0.039055675,0.023232952,0.064916879,0.075330466,0.079016447,0.002694696,0.022125378,0.048944354,0.098511711,-0.002726465,0.062742978,0.04520072,0.129082248,0.033907637,0.107567534,0.170320496,0.190465704,0.217460349,0.223683581,0.237075701,0.320585907,0.316111743,0.573751926,0.568717659,0.688800156,1.019372463,2.969661236,18.3127327,86.94213104,175.121933,206.5502319,135.6900024,48.60248184,9.279885292,2.364828348,1.575376987,1.224208236,1.128302097,1.056880832,0.906357348,0.948374331,0.839056969,0.849674642,0.93263334,0.80697614,0.943672717,0.936724126,0.933790028,0.969281971,1.103186131,1.115760207,1.062952042,1.107588649,1.086804032,0.889936507,0.996198118,1.073250413,1.083312392,1.115684748,1.108953118,1.011565447,1.103585005,1.00976634,1.034185767,0.903344214,0.882398188,0.987449706,1.009031892,0.931071222,1.049756765,1.163916826,1.429315209,1.473686695,1.720017314,1.808378458,1.72456634,1.666856885,1.260868907,1.105067849,1.018893719,0.85694927,0.785608292,0.625078857,0.614624977,0.51698035,0.471488655,0.527295768,0.495660067,0.46585238,0.346724331,0.456757307,0.455595136,0.331944048
480,-0.123236723,-0.123421252,-0.119115472,-0.152249143,-0.10903471,-0.104978479,-0.123115644,-0.127138302,-0.148625851,-0.123302966,-0.13069804,-0.138019428,-0.134516448,-0.141476139,-0.163026974,-0.184516698,-0.134228855,-0.145114899,-0.120174557,-0.112771966,-0.098945752,-0.138118565,-0.134799391,-0.141627908,-0.159309193,-0.110568732,-0.145162717,-0.092130885,-0.169953331,-0.123795696,-0.13798371,-0.137967706,-0.134416133,-0.102166682,-0.123564616,-0.169983476,-0.070539057,-0.131089076,-0.145186901,-0.141699135,-0.067095958,-0.085143343,-0.091748551,-0.11326693,-0.088181481,-0.113418445,-0.113298818,-0.127228767,-0.102377027,-0.152249143,-0.113145538,-0.105610363,-0.162984326,-0.073602997,-0.095385924,-0.065995775,-0.09857209,-0.095185161,-0.105818421,-0.084627949,-0.10555961,-0.066631176,-0.109460004,-0.095423087,-0.055967398,-0.088956669,-0.059964828,-0.088603966,-0.06357497,-0.09598323,-0.032351412,-0.042956442,-0.053475,-0.046833217,-0.029622406,-0.053875469,0.04116562,-0.02269733,0.034813195,0.033786923,-0.028527886,0.006991595,0.009384632,0.011030346,0.064387128,0.058178976,0.048739582,0.068643048,0.092904702,0.09437649,0.1473663,0.224721119,0.15752168,0.163252518,0.174675748,0.260823727,0.367680311,0.330007672,0.424057305,0.561199725,0.654678524,1.294204116,6.618000984,47.98087692,133.0081787,201.3397522,175.7715302,102.9533157,22.57494545,4.689226151,1.662856817,1.225876212,1.030290008,0.951921403,0.843895555,0.891929805,0.757058799,0.770340979,0.816256881,0.927304804,0.833435416,0.838635445,0.787368953,0.757755637,0.915095747,0.906000078,0.992868841,0.8663221,0.945817769,0.922722161,0.936480582,0.995041788,0.940369666,0.866761863,0.854463398,0.887529433,0.767642438,0.802985251,0.794727266,0.751557052,0.778365612,0.743896723,0.862832606,0.767089486,0.875569284,0.819417059,0.928649127,1.22264123,1.101326942,1.369605899,1.314702034,1.302691936,1.470584631,1.260145426,1.114769816,0.911776125,0.656402707,0.57928741,0.476077795,0.508817255,0.407034934,0.408929825,0.29075247,0.30069232,0.32055074,0.314686239
