# Generated at 2020-02-19 09:45:36 (08:00) by AQUARIUS Time-Series 19.4.64.0,,,,,,
# UTC-06,,,,,,
# Period Selected: 2019-04-01 00:00 - 2019-12-01 23:59,,,,,,
#,,,,,,
# Comment: ,,,,,,
# Description: ,,,,,,
# ReportTitle: RBR profiles for Sandra 2019,,,,,,
# 09cad271-15d7-4829-8c0d-a189d7615fd3 Lake#.Lake#@RBR: None,,,,,,
# 6a5a398a-c73e-4f2a-8e24-aba615badaeb Depth.Depth AVG@RBR: None,,,,,,
# 2500a996-d39c-4c52-980b-b1124922697e Water Temp.Temperature AVG@RBR: None,,,,,,
# 1761bf4f-3cb5-42cb-a0a8-2ea573576136 O2 (Dis).Dissolved Oxygen@RBR: None,,,,,,
# b6d3c8c0-0566-44f0-9b57-78ab10134c00 Cond.Conductivity AVG@RBR: None,,,,,,
# 72f08125-81c2-4cf0-9827-565edb2f3ef0 Sp Cond.Specific Conductivity at 25C@RBR: None,,,,,,
#,,,,,,
# CSV data starts at line 17,,,,,,
#,,,,,,
TimeStamp,Lake#@RBR,Depth@RBR,Water Temp@RBR,O2 (Dis)@RBR,Cond@RBR,Sp Cond@RBR
8/7/2019 7:50,239,4.244,17.9,6.753,21.55,19.16272796
8/7/2019 7:51,239,4.507,16.46,7.158,21.18,17.75547496
8/7/2019 7:52,239,4.752,14.92,7.73,20.65,16.27195542
8/7/2019 7:53,239,4.999,13.62,7.937,20.33,14.95383744
8/7/2019 7:55,239,5.246,12.9,8.02,20.09,14.23496969
8/7/2019 7:57,239,5.746,11.58,7.917,19.51,12.93650944
8/7/2019 7:58,239,6.007,10.49,7.261,19.04,11.83753797
8/7/2019 7:59,239,6.245,9.55,7.006,18.64,10.87050553
8/7/2019 8:00,239,6.516,8.8,6.811,18.44,10.0605462
8/7/2019 8:01,239,6.758,8.27,6.418,18.22,9.500265364
8/7/2019 8:02,239,7.017,7.862,6.206,18.02,9.071377968
8/7/2019 8:03,239,7.263,7.643,5.983,17.93,8.836216116
8/7/2019 8:04,239,7.397,7.357,5.785,17.87,8.516850212
8/7/2019 8:04,239,7.789,6.983,5.798,17.62,8.128822572
8/7/2019 8:05,239,8.02,6.922,5.781,17.61,8.059605217
8/7/2019 8:06,239,9.04,6.239,5.446,17.29,7.3164239
8/7/2019 8:08,239,10.03,5.898,5.81,17.01,6.96018721
8/7/2019 8:09,239,10.97,5.685,5.997,16.85,6.733109489
8/7/2019 8:10,239,11.99,5.543,6.007,16.8,6.572363585
8/7/2019 8:10,239,12.99,5.409,5.979,16.75,6.420749622
8/7/2019 8:12,239,14,5.326,6.047,16.71,6.327963396
8/7/2019 8:12,239,15.02,5.249,5.95,16.7,6.237893211
8/7/2019 8:13,239,15.91,5.198,5.907,16.69,6.178687451
8/7/2019 8:13,239,16.05,5.155,5.913,16.67,6.130358415
8/7/2019 8:15,239,16.96,5.077,5.728,16.68,6.036229265
8/7/2019 8:16,239,17.99,4.977,5.802,16.63,5.924062024
8/7/2019 8:17,239,19,4.87,5.666,16.62,5.798019387
8/7/2019 8:19,239,21.03,4.74,5.374,16.58,5.648384491
8/7/2019 8:19,239,21.02,4.739,5.372,16.58,5.647192848
8/7/2019 8:20,239,22.02,4.657,5.146,16.57,5.550741549
8/7/2019 8:20,239,22.03,4.654,4.954,16.58,5.545903253
8/7/2019 8:21,239,22.54,4.616,4.843,16.54,5.505633255
8/7/2019 8:22,239,22.95,4.596,4.719,16.53,5.483027786
8/7/2019 8:23,239,23.99,4.57,4.409,16.54,5.450767759
8/7/2019 8:24,239,25.08,4.541,3.891,16.54,5.416178642
8/7/2019 8:25,239,26.04,4.533,3.315,16.56,5.404174555
8/7/2019 8:27,239,27.03,4.488,2.65,16.53,5.354183791
8/7/2019 8:28,239,28.02,4.472,1.964,16.59,5.327811725
8/7/2019 8:29,239,29.02,4.476,1.773,16.65,5.325306509
8/7/2019 8:30,239,30.02,4.475,1.624,16.7,5.318074322
8/7/2019 8:31,239,30.52,4.47,1.444,16.83,5.296503478
8/7/2019 9:31,114,0.071,23.72,7.314,11.36,32.07676787
8/7/2019 9:32,114,0.526,23.68,7.313,11.35,32.03094882
8/7/2019 9:32,114,1.066,23.67,7.309,11.33,32.03397469
8/7/2019 9:33,114,2.005,23.54,7.292,11.3,31.88276245
8/7/2019 9:33,114,2.006,23.54,7.292,11.3,31.88276245
8/7/2019 9:34,114,3.011,23.49,7.257,11.27,31.83975211
8/7/2019 9:36,114,3.243,23.45,7.162,11.22,31.82673228
8/7/2019 9:37,114,3.535,23.43,7.172,11.22,31.79958795
8/7/2019 9:38,114,3.758,22.25,3.636,12.36,29.33127333
8/7/2019 9:40,114,4.021,21,1.412,13.04,27.21744405
8/7/2019 9:41,114,4.251,20.72,0.957,13.3,26.68280685
8/12/2019 8:00,442,0.065,22.13,7.939,18.87,25.06464368
8/12/2019 8:01,442,0.495,22.14,7.907,18.66,25.19040717
8/12/2019 8:02,442,1.035,22.15,7.916,18.62,25.22371097
8/12/2019 8:02,442,1.991,22.11,7.916,18.59,25.19460008
8/12/2019 8:03,442,2.973,22.09,7.909,18.58,25.17728961
8/12/2019 8:04,442,3.255,22.02,7.936,18.55,25.11390788
8/12/2019 8:05,442,3.499,21.56,8.22,18.37,24.68607126
8/12/2019 8:06,442,3.785,20.33,10.72,18.1,23.41599383
8/12/2019 8:08,442,4.04,18.86,12.1,17.67,21.93030906
8/12/2019 8:09,442,4.248,17.09,12.64,17.06,20.14508231
8/12/2019 8:10,442,4.536,15.48,12.87,16.48,18.48870374
8/12/2019 8:11,442,4.755,14.34,12.71,16.09,17.28087691
8/12/2019 8:12,442,5.052,13.02,12.69,15.66,15.84701183
8/12/2019 8:13,442,5.236,12.4,12.49,15.4,15.18416928
8/12/2019 8:15,442,5.517,11.55,11.85,15.19,14.21312801
8/12/2019 8:16,442,5.787,10.16,10.57,14.92,12.58247964
8/12/2019 8:18,442,6.017,9.55,9.89,14.79,11.86351615
8/12/2019 8:19,442,6.279,9.04,9.21,14.69,11.25667587
8/12/2019 8:19,442,6.498,8.62,9.22,14.61,10.75415039
8/12/2019 8:21,442,6.783,7.995,7.957,14.45,10.01258618
8/12/2019 8:22,442,7.003,7.746,7.027,14.48,9.693793269
8/12/2019 8:23,442,7.264,7.275,6.322,14.37,9.128357887
8/12/2019 8:24,442,7.529,6.95,5.843,14.32,8.731024155
8/12/2019 8:25,442,7.75,6.754,5.689,14.25,8.499071948
8/12/2019 8:27,442,8.07,6.347,4,14.31,7.975411556
8/12/2019 8:27,442,8.07,6.352,3.994,14.31,7.981694376
8/12/2019 8:29,442,8.93,5.72,2.228,14.39,7.173772087
8/12/2019 8:30,442,10.05,5.211,0.482,14.11,6.579537147
8/12/2019 8:31,442,10.96,4.948,0.225,13.92,6.276224929
8/12/2019 8:32,442,12.05,4.764,0.108,18.5,5.439287549
8/12/2019 8:32,442,13.08,4.69,0.08,24.85,4.703475457
8/12/2019 8:33,442,14.02,4.658,0.072,26.41,4.535845154
8/12/2019 8:34,442,15,4.627,0.07,28.2,4.360487033
8/12/2019 8:34,442,16,4.627,0.069,28.36,4.347964998
8/12/2019 8:35,442,16.96,4.618,0.07,92.5,2.017254559
8/12/2019 8:35,442,16.98,4.596,0.056,116,1.678536211
8/13/2019 8:08,224,0.047,22.03,8.12,15.13,27.14782688
8/13/2019 8:09,224,0.556,22.13,8.12,15.11,27.28390176
8/13/2019 8:10,224,1.055,22.11,8.13,15.08,27.27851475
8/13/2019 8:10,224,2.031,22.12,8.13,15.08,27.29085238
8/13/2019 8:11,224,2.995,22.13,8.13,15.09,27.29675757
8/13/2019 8:12,224,4.055,22.12,8.13,15.09,27.28442284
8/13/2019 8:13,224,5.02,22.12,8.14,15.08,27.29085238
8/13/2019 8:14,224,5.277,21.92,8.37,14.97,27.11438386
8/13/2019 8:15,224,5.518,20.35,10.02,14.94,25.19019526
8/13/2019 8:16,224,5.76,19,10.42,14.74,23.63084148
8/13/2019 8:17,224,6.062,17.28,10.72,14.13,21.80763595
8/13/2019 8:18,224,6.268,16.28,10.96,13.89,20.66516967
8/13/2019 8:18,224,6.508,15.19,11.26,13.48,19.47515796
8/13/2019 8:19,224,6.784,14.12,11.53,13.12,18.26432042
8/13/2019 8:20,224,6.975,13.48,11.65,12.93,17.5187111
8/13/2019 8:20,224,7.236,12.68,11.76,12.68,16.58192622
8/13/2019 8:21,224,7.522,11.79,11.77,12.38,15.53445645
8/13/2019 8:22,224,7.739,11.15,11.66,12.19,14.7617793
8/13/2019 8:23,224,7.978,10.56,11.54,12.03,14.03745715
8/13/2019 8:24,224,8.27,9.91,11.31,11.9,13.2170341
8/13/2019 8:25,224,8.57,9.43,10.88,11.82,12.60253761
8/13/2019 8:26,224,8.79,9.18,10.64,11.74,12.29353424
8/13/2019 8:27,224,9.03,8.86,10.5,11.68,11.88323846
8/13/2019 8:27,224,9.24,8.59,10.44,11.55,11.55960463
8/13/2019 8:28,224,9.52,8.37,10.37,11.5,11.27804352
8/13/2019 8:29,224,9.76,8.09,10.33,11.46,10.91199456
8/13/2019 8:29,224,9.76,8.02,9.97,11.46,10.81757681
8/13/2019 8:30,224,9.96,7.8,9.87,11.43,10.5289729
8/13/2019 8:30,224,9.97,7.793,9.86,11.43,10.51952382
8/13/2019 8:30,224,10,7.784,9.66,11.43,10.50737501
8/13/2019 8:32,224,10.26,7.472,9.08,11.36,10.10445234
8/13/2019 8:33,224,10.55,7.119,8.95,11.27,9.649518744
8/13/2019 8:34,224,10.74,7.049,8.76,11.26,9.557110821
8/13/2019 8:34,224,11,6.925,8.77,11.22,9.398725845
8/13/2019 8:36,224,12.01,6.195,7.264,11.13,8.427619738
8/13/2019 8:37,224,13.01,5.821,6.405,11.06,7.933263009
8/13/2019 8:39,224,14.04,5.478,4.836,11.06,7.465798791
8/13/2019 8:40,224,15.1,5.285,4.139,11.04,7.206516818
8/13/2019 8:41,224,16.05,5.201,3.102,11.15,7.071716533
8/13/2019 8:43,224,17.08,5.066,1.968,11.2,6.879226528
8/13/2019 8:44,224,18.05,5.008,1.13,11.36,6.772363133
8/13/2019 8:45,224,19.02,4.962,0.775,11.5,6.685979923
8/13/2019 8:46,224,20.05,4.902,0.145,11.93,6.532838106
8/13/2019 8:47,224,21.01,4.851,0.096,14.4,6.082453545
8/13/2019 8:47,224,21.98,4.823,0.1,17.97,5.571040293
8/13/2019 8:48,224,23.02,4.82,0.095,19.67,5.366306055
8/13/2019 8:49,224,24.08,4.8,0.09,21.68,5.124985586
8/13/2019 8:49,224,25.01,4.797,0.08,22.34,5.053761402
8/13/2019 8:50,224,26.05,4.781,0.088,30.38,4.335493372
8/19/2019 9:06,373,0.045,20.77,8.21,22.03,22.01907613
8/19/2019 9:07,373,0.539,20.79,8.21,21.98,22.0626158
8/19/2019 9:08,373,1.086,20.78,8.21,21.95,22.06542111
8/19/2019 9:09,373,2.021,20.77,8.22,21.93,22.06375224
8/19/2019 9:10,373,3.06,20.75,8.22,21.92,22.04697972
8/19/2019 9:10,373,4.033,20.7,8.21,21.9,22.00278489
8/19/2019 9:11,373,5.078,20.69,8.21,21.88,22.00108889
8/19/2019 9:14,373,5.271,20.68,8.24,21.88,21.99045521
8/19/2019 9:15,373,5.509,20.65,8.21,21.88,21.95855416
8/19/2019 9:16,373,5.759,20.54,8.33,21.81,21.87268055
8/19/2019 9:21,373,6.001,18.78,12.03,21.39,20.1707966
8/19/2019 9:21,373,6.001,18.81,12.03,21.38,20.20716371
8/19/2019 9:22,373,6.251,16.72,12.68,20.51,18.28839442
8/19/2019 9:22,373,6.249,16.55,12.72,20.5,18.10623051
8/19/2019 9:23,373,6.499,15.31,12.97,19.99,16.93005378
8/19/2019 9:24,373,6.768,14.07,13.13,19.44,15.74170624
8/19/2019 9:24,373,7.065,12.94,13.09,18.83,14.66865725
8/19/2019 9:25,373,7.264,11.53,12.89,17.96,13.32122523
8/19/2019 9:27,373,7.543,10.59,12.41,17.62,12.32768596
8/19/2019 9:27,373,7.541,10.6,12.4,17.61,12.34207098
8/19/2019 9:28,373,7.775,10.07,11.85,17.43,11.77209138
8/19/2019 9:29,373,8.01,9.5,11.3,17.24,11.15306228
8/19/2019 9:31,373,8.15,9.16,11.16,17.07,10.79505078
8/19/2019 9:31,373,8.26,9.21,11.11,17.07,10.85397573
8/19/2019 9:33,373,8.49,8.46,10.43,16.88,10.01292448
8/19/2019 9:34,373,8.73,8.07,10.01,16.66,9.599075063
8/19/2019 9:35,373,9.05,7.642,9.52,16.5,9.123142124
8/19/2019 9:36,373,10.01,6.752,8.89,16.14,8.12736075
8/19/2019 9:37,373,11.06,6.285,8.34,15.92,7.603693326
8/19/2019 9:39,373,12.07,5.877,6.842,15.94,7.106804006
8/19/2019 9:41,373,13,5.625,5.866,15.91,6.806787668
8/19/2019 9:42,373,14.01,5.288,4.988,15.97,6.390123827
8/19/2019 9:43,373,14.98,5.216,4.344,16.08,6.287155207
8/19/2019 9:45,373,16.05,5.077,2.229,16.96,5.998090818
8/19/2019 9:48,373,17.05,4.974,0.739,17.54,5.800488389
8/19/2019 9:49,373,18.06,4.936,0.181,17.79,5.72429893
8/19/2019 9:50,373,19.05,4.901,0.089,22.83,5.112914987
8/19/2019 9:51,373,19.98,4.872,0.08,33.52,4.190131518
8/21/2019 7:53,239,0.544,20.62,8.05,22.37,21.71058797
8/21/2019 7:54,239,1.096,20.62,8.05,22.37,21.71058797
8/21/2019 7:55,239,2.03,20.63,8.04,22.38,21.71674958
8/21/2019 7:56,239,3.035,20.62,8.04,22.37,21.71058797
8/21/2019 7:56,239,3.035,20.62,8.04,22.37,21.71058797
8/21/2019 7:57,239,3.985,20.6,8.03,22.37,21.68953017
8/21/2019 7:57,239,4.27,20.53,7.901,22.36,21.62017574
8/21/2019 7:59,239,4.525,18.95,6.883,22.24,20.00456041
8/21/2019 7:59,239,4.857,17.54,6.803,21.78,18.6894378
8/21/2019 8:00,239,5.111,14.77,7.122,21.05,15.97525296
8/21/2019 8:01,239,5.254,13.73,7.129,20.52,15.01478513
8/21/2019 8:02,239,5.499,12.31,7.161,19.89,13.64141583
8/21/2019 8:03,239,5.777,11.26,6.6,19.5,12.58170848
8/21/2019 8:04,239,6.017,10.23,6.552,19.09,11.53171108
8/21/2019 8:05,239,6.241,9.61,6.249,18.79,10.90324476
8/21/2019 8:05,239,6.476,9.2,6.087,18.61,10.47894472
8/21/2019 8:07,239,6.844,8.5,5.684,18.38,9.730321284
8/21/2019 8:07,239,7.074,8.28,5.633,18.29,9.497166335
8/21/2019 8:08,239,7.289,8.04,5.617,18.18,9.244163185
8/21/2019 8:09,239,7.517,7.792,5.49,18.04,8.986649198
8/21/2019 8:09,239,7.753,7.377,5.418,17.91,8.532456762
8/21/2019 8:10,239,8.08,7.058,5.112,17.74,8.194266104
8/21/2019 8:11,239,8.98,6.363,5.049,17.37,7.448490928
8/21/2019 8:11,239,9.92,6.089,5.012,17.19,7.156549671
8/21/2019 8:12,239,11.04,5.729,5.211,16.97,6.766852463
8/21/2019 8:13,239,12.08,5.569,5.787,16.77,6.607681237
8/21/2019 8:15,239,13.02,5.416,5.806,16.73,6.431975564
8/21/2019 8:16,239,14.07,5.331,5.714,16.72,6.332466989
8/21/2019 8:17,239,15.05,5.194,5.596,16.7,6.172531403
8/21/2019 8:18,239,16.08,5.109,5.589,16.66,6.077035254
8/21/2019 8:18,239,17.08,5.021,5.455,16.66,5.972361325
8/21/2019 8:19,239,17.98,4.925,5.363,16.64,5.86083463
8/21/2019 8:20,239,18.98,4.833,5.296,16.6,5.756586784
8/21/2019 8:21,239,20.1,4.733,5.17,16.56,5.642611553
8/21/2019 8:22,239,21,4.715,5.034,16.58,5.618593433
8/21/2019 8:23,239,22.03,4.609,4.708,16.54,5.497284158
8/21/2019 8:24,239,22.98,4.573,3.984,16.5,5.459320719
8/21/2019 8:25,239,24.02,4.551,3.159,16.65,5.414537516
8/21/2019 8:26,239,25,4.543,2.756,16.71,5.397660103
8/21/2019 8:27,239,26,4.514,2.265,16.68,5.366858165
8/21/2019 8:29,239,26.96,4.5,1.75,16.77,5.339300694
8/21/2019 8:29,239,28.01,4.491,1.51,16.84,5.320182339
8/21/2019 8:30,239,29.02,4.486,1.258,16.92,5.304657125
8/21/2019 8:31,239,29.99,4.48,1.102,17.02,5.285624282
8/21/2019 10:05,114,0.081,20.55,7.897,10.4,28.49654713
8/21/2019 10:06,114,0.523,20.63,7.865,10.37,28.63023147
8/21/2019 10:07,114,1.049,20.65,7.857,10.36,28.66558575
8/21/2019 10:08,114,2.047,20.65,7.857,10.36,28.66558575
8/21/2019 10:09,114,3.02,20.65,7.85,10.35,28.67318814
8/21/2019 10:11,114,4.063,20.62,7.727,10.38,28.60877021
8/26/2019 8:15,442,0.007,19.87,8.24,18.02,22.92651745
8/26/2019 8:16,442,0.076,19.89,8.27,17.99,22.96477695
8/26/2019 8:16,442,0.521,19.89,8.28,17.95,22.9850522
8/26/2019 8:17,442,1.037,19.9,8.3,17.93,23.00676445
8/26/2019 8:18,442,2.03,19.9,8.3,17.92,23.0118459
8/26/2019 8:19,442,3.055,19.9,8.3,17.92,23.0118459
8/26/2019 8:19,442,4.05,19.89,8.31,17.91,23.00536329
8/26/2019 8:22,442,4.25,19.31,10.49,17.8,22.38892496
8/26/2019 8:24,442,4.557,17.05,12.5,17.1,20.07984831
8/26/2019 8:24,442,4.738,15.84,12.64,16.62,18.85844499
8/26/2019 8:26,442,5.011,13.91,12.31,16.13,16.7472727
8/26/2019 8:27,442,5.279,12.77,12.1,15.76,15.50668111
8/26/2019 8:28,442,5.494,12.01,11.94,15.52,14.66544231
8/26/2019 8:29,442,5.771,10.84,10.8,15.28,13.31126251
8/26/2019 8:31,442,6.036,10.12,9.87,15.08,12.48568834
8/26/2019 8:32,442,6.235,9.58,9.19,14.94,11.85857841
8/26/2019 8:33,442,6.49,8.98,8.37,14.83,11.14485456
8/26/2019 8:35,442,6.735,8.32,7.448,14.69,10.36012646
8/26/2019 8:36,442,7.029,7.77,6.28,14.6,9.696016771
8/26/2019 8:38,442,7.238,7.362,5.322,14.55,9.197843592
8/26/2019 8:39,442,7.496,7.04,4.852,14.53,8.799747007
8/26/2019 8:40,442,7.787,6.875,4.39,14.48,8.603773396
8/26/2019 8:41,442,8.05,6.573,3.745,14.46,8.229767393
8/26/2019 8:43,442,8.98,5.847,1.218,15.04,7.220622305
8/26/2019 8:44,442,10.02,5.346,0.451,13.68,6.82072193
8/26/2019 8:45,442,11.06,4.951,0.146,16.51,5.909235762
8/26/2019 8:46,442,12.01,4.78,0.096,23.79,4.893084066
8/26/2019 8:46,442,13.04,4.72,0.09,26.76,4.566492779
8/26/2019 8:47,442,14.07,4.689,0.08,27.79,4.451769647
8/26/2019 8:48,442,15.05,4.675,0.072,28.6,4.374228077
8/26/2019 8:49,442,16,4.652,0.08,30.36,4.219975761
8/26/2019 8:49,442,17,4.638,0.071,44.58,3.3755999
8/27/2019 8:39,223,0.028,19.41,8.3,16.48,23.18254131
8/27/2019 8:40,223,0.504,19.43,8.33,16.44,23.22762354
8/27/2019 8:40,223,1.023,19.42,8.33,16.41,23.23158251
8/27/2019 8:41,223,1.988,19.43,8.33,16.41,23.24354522
8/27/2019 8:42,223,3.065,19.42,8.32,16.41,23.23158251
8/27/2019 8:43,223,4.07,19.42,8.32,16.4,23.23689186
8/27/2019 8:45,223,5.058,19.33,8.63,16.47,23.09226033
8/27/2019 8:47,223,5.488,15.38,12.61,16.5,18.36089059
8/27/2019 8:49,223,5.751,13.94,12.6,16.02,16.82595397
8/27/2019 8:50,223,5.963,12.87,12.95,15.59,15.68997487
8/27/2019 8:52,223,6.31,11.54,12.09,15.04,14.25106574
8/27/2019 8:54,223,6.519,10.63,10.94,14.9,13.17077402
8/27/2019 8:55,223,6.766,10.4,10.51,14.89,12.88884978
8/27/2019 8:57,223,7.033,9.75,9.85,14.76,12.12059432
8/27/2019 8:59,223,7.253,9.01,8.47,14.76,11.20067229
8/27/2019 9:00,223,7.473,8.77,7.871,14.76,10.9023192
8/27/2019 9:01,223,7.74,8.39,6.988,14.73,10.43736152
8/27/2019 9:02,223,8.02,8.01,6.257,14.67,9.978858772
8/27/2019 9:06,223,8.53,7.533,4.753,14.77,9.362334655
8/27/2019 9:07,223,8.75,7.356,4.075,14.89,9.116382596
8/27/2019 9:10,223,9.03,7.138,2.767,15.09,8.8045303
8/27/2019 9:11,223,10.1,6.595,0.159,13.77,8.395851342
8/27/2019 9:13,223,11.17,6.211,0.069,28.76,5.79483792
8/27/2019 9:13,223,12,6.047,0.069,37.01,4.918695517
8/27/2019 9:14,223,13.01,5.919,0.06,46.63,4.188565408
8/27/2019 9:15,223,14,5.894,0.059,51.81,3.897965109
8/27/2019 9:50,224,0.047,19.79,8.23,14.46,24.77819819
8/27/2019 9:51,224,0.511,19.86,8.25,14.51,24.83614522
8/27/2019 9:52,224,1.057,19.86,8.27,14.5,24.84207893
8/27/2019 9:52,224,2.085,19.87,8.27,14.5,24.85458753
8/27/2019 9:53,224,3.051,19.87,8.27,14.49,24.86052706
8/27/2019 9:54,224,3.964,19.87,8.27,14.49,24.86052706
8/27/2019 9:55,224,5.081,19.86,8.29,14.49,24.84801547
8/27/2019 9:55,224,5.919,19.65,8.33,14.45,24.6087953
8/27/2019 9:57,224,6.259,18.59,10.44,14.58,23.20912684
8/27/2019 9:58,224,6.563,17.41,10.93,14.19,21.93996691
8/27/2019 9:59,224,6.786,15.34,11.14,13.6,19.60984839
8/27/2019 10:00,224,7.052,14.18,11.42,13.25,18.28320923
8/27/2019 10:01,224,7.291,13.26,11.42,12.93,17.23279742
8/27/2019 10:01,224,7.463,12.54,11.45,12.71,16.38656615
8/27/2019 10:02,224,7.756,11.64,11.52,12.41,15.32524676
8/27/2019 10:03,224,7.987,11.1,11.45,12.27,14.66591443
8/27/2019 10:04,224,8.25,10.5,11.34,12.1,13.93293613
8/27/2019 10:04,224,8.45,10.1,11.22,11.99,13.43962614
8/27/2019 10:05,224,8.74,9.52,10.66,11.86,12.70983918
8/27/2019 10:06,224,9.05,9.05,10.39,11.75,12.11634368
8/27/2019 10:06,224,9.24,8.77,10.27,11.68,11.76252837
8/27/2019 10:08,224,9.48,8.61,9.85,11.62,11.56570962
8/27/2019 10:09,224,9.79,8.05,9.31,11.5,10.84686384
8/27/2019 10:10,224,9.99,7.796,9.28,11.45,10.51814974
8/27/2019 10:11,224,10.31,7.558,8.61,11.42,10.20493585
8/27/2019 10:13,224,10.54,7.441,8.12,11.4,10.05214525
8/27/2019 10:14,224,10.74,7.072,8.05,11.3,9.578372814
8/27/2019 10:14,224,11.05,6.979,7.927,11.29,9.454858773
8/27/2019 10:16,224,11.9,6.385,6.686,11.2,8.670324
8/27/2019 10:18,224,13.08,5.893,5.402,11.16,8.010537534
8/27/2019 10:20,224,13.99,5.658,4.405,11.14,7.695090538
8/27/2019 10:22,224,15.03,5.342,2.382,11.28,7.238992449
8/27/2019 10:23,224,16.01,5.204,1.653,11.32,7.044694008
8/27/2019 10:25,224,17.01,5.119,0.931,11.37,6.920681874
8/27/2019 10:26,224,17.88,5.044,0.55,11.41,6.812248542
8/27/2019 10:27,224,19.03,4.985,0.195,11.77,6.670618635
8/27/2019 10:28,224,20.02,4.915,0.099,13.71,6.266247302
8/27/2019 10:28,224,20.99,4.862,0.08,17.15,5.719562622
8/27/2019 10:29,224,22.1,4.831,0.07,20.72,5.261083014
8/27/2019 10:29,224,23.01,4.819,0.067,22.04,5.107773058
8/27/2019 10:30,224,23.94,4.81,0.064,23.62,4.940214165
8/27/2019 10:30,224,24.96,4.802,0.063,24.58,4.840833164
8/27/2019 10:31,224,24.96,4.802,0.062,24.57,4.841765419
8/27/2019 10:31,224,25.99,4.801,0.06,26.49,4.668149144
8/28/2019 8:47,626,0.228,18.8,8.96,15.48,22.97816585
8/28/2019 8:48,626,0.535,18.79,8.91,15.39,23.01429728
8/28/2019 8:49,626,1.099,18.81,8.89,15.39,23.0387936
8/28/2019 8:50,626,2.001,18.79,8.88,15.38,23.0196825
8/28/2019 8:51,626,3.049,18.8,8.89,15.37,23.03732414
8/28/2019 8:52,626,4.012,18.8,8.88,15.36,23.04271728
8/28/2019 8:53,626,4.945,18.75,8.92,15.37,22.97605466
8/28/2019 8:54,626,5.26,18.71,9.03,15.36,22.9324064
8/28/2019 8:55,626,5.555,18.48,9.21,15.33,22.66641972
8/28/2019 9:01,626,5.8,18.05,11.18,15.07,22.27468325
8/28/2019 9:02,626,6.063,15.73,12.5,14.56,19.64786234
8/28/2019 9:04,626,6.25,14.76,12.69,14.19,18.60045443
8/28/2019 9:05,626,6.561,13.16,12.65,13.62,16.81483999
8/28/2019 9:05,626,6.736,12.4,12.61,13.39,15.9332039
8/28/2019 9:06,626,6.944,11.41,12.58,13.02,14.79546981
8/28/2019 9:09,626,7.248,10.49,11.53,12.92,13.6362691
8/28/2019 9:10,626,7.481,9.93,11.99,12.66,12.99217853
8/28/2019 9:11,626,7.841,9.42,11.5,12.57,12.35268894
8/28/2019 9:12,626,8.04,9.01,10.78,12.48,11.84173865
8/28/2019 9:13,626,8.23,8.6,8.43,12.66,11.2520378
8/28/2019 9:16,626,8.52,8.33,6.25,12.88,10.8391845
8/28/2019 9:17,626,8.73,7.983,4.27,13.17,10.31332723
8/28/2019 9:20,626,9.07,7.783,2.558,13.41,9.995748949
8/28/2019 9:21,626,9.28,7.534,1.936,13.51,9.652279637
8/28/2019 9:22,626,9.55,7.221,1.051,13.61,9.228692915
8/28/2019 9:23,626,9.77,7.233,1.053,13.58,9.250803834
8/28/2019 9:24,626,9.96,7.142,0.788,13.62,9.125500548
8/28/2019 9:25,626,11.01,6.516,0.14,13.93,8.263131798
9/4/2019 8:18,373,0.484,16.84,8.73,19.95,18.63769928
9/4/2019 8:19,373,0.107,16.84,8.74,19.93,18.64558225
9/4/2019 8:20,373,1.081,16.85,8.73,19.94,18.65270979
9/4/2019 8:21,373,2.084,16.86,8.73,19.95,18.65983432
9/4/2019 8:22,373,2.998,16.86,8.73,19.94,18.66377965
9/4/2019 8:22,373,4.017,16.85,8.73,19.94,18.65270979
9/4/2019 8:23,373,5.058,16.84,8.72,19.93,18.64558225
9/4/2019 8:23,239,0.062,16.56,8.91,20.22,18.22379614
9/4/2019 8:24,373,6.024,16.8,8.71,19.92,18.60522807
9/4/2019 8:24,239,0.528,16.58,8.89,20.22,18.24580556
9/4/2019 8:25,239,1.027,16.59,8.87,20.22,18.25681026
9/4/2019 8:25,373,7.012,16.67,8.71,19.86,18.48471878
9/4/2019 8:26,239,2.009,16.59,8.84,20.23,18.25297367
9/4/2019 8:27,239,3.007,16.6,8.84,20.23,18.26397607
9/4/2019 8:27,373,8.02,10.53,12.02,17.55,12.27694837
9/4/2019 8:27,239,4.04,16.6,8.83,20.24,18.26013878
9/4/2019 8:28,373,8.14,10.11,12.08,17.42,11.82149196
9/4/2019 8:29,239,4.999,16.57,8.7,20.25,18.22330978
9/4/2019 8:29,373,7.253,15.69,11.34,19.55,17.51301756
9/4/2019 8:30,239,5.219,16.48,8.42,20.28,18.11291556
9/4/2019 8:31,239,5.494,16.14,8.02,20.27,17.74295146
9/4/2019 8:32,373,7.496,13.87,12.49,19.06,15.64498627
9/4/2019 8:32,239,5.761,15.08,6.682,20.49,16.50145154
9/4/2019 8:33,373,7.752,11.5,12.69,18.03,13.26607242
9/4/2019 8:33,239,6.017,13.65,5.98,20.39,14.96794229
9/4/2019 8:34,373,8,10.55,12.29,17.58,12.29205456
9/4/2019 8:35,373,8.26,9.55,11.99,17.24,11.21176261
9/4/2019 8:36,373,8.5,9.25,11.53,17.08,10.89866247
9/4/2019 8:38,373,8.73,8.52,10.39,16.98,10.06119379
