Wavelength (nm),Intensity (a.u.),Z Axis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,L224_1m_june29_22_EM_270.00,L224_1m_june29_22_EM_272.00,L224_1m_june29_22_EM_274.00,L224_1m_june29_22_EM_276.00,L224_1m_june29_22_EM_278.00,L224_1m_june29_22_EM_280.00,L224_1m_june29_22_EM_282.00,L224_1m_june29_22_EM_284.00,L224_1m_june29_22_EM_286.00,L224_1m_june29_22_EM_288.00,L224_1m_june29_22_EM_290.00,L224_1m_june29_22_EM_292.00,L224_1m_june29_22_EM_294.00,L224_1m_june29_22_EM_296.00,L224_1m_june29_22_EM_298.00,L224_1m_june29_22_EM_300.00,L224_1m_june29_22_EM_302.00,L224_1m_june29_22_EM_304.00,L224_1m_june29_22_EM_306.00,L224_1m_june29_22_EM_308.00,L224_1m_june29_22_EM_310.00,L224_1m_june29_22_EM_312.00,L224_1m_june29_22_EM_314.00,L224_1m_june29_22_EM_316.00,L224_1m_june29_22_EM_318.00,L224_1m_june29_22_EM_320.00,L224_1m_june29_22_EM_322.00,L224_1m_june29_22_EM_324.00,L224_1m_june29_22_EM_326.00,L224_1m_june29_22_EM_328.00,L224_1m_june29_22_EM_330.00,L224_1m_june29_22_EM_332.00,L224_1m_june29_22_EM_334.00,L224_1m_june29_22_EM_336.00,L224_1m_june29_22_EM_338.00,L224_1m_june29_22_EM_340.00,L224_1m_june29_22_EM_342.00,L224_1m_june29_22_EM_344.00,L224_1m_june29_22_EM_346.00,L224_1m_june29_22_EM_348.00,L224_1m_june29_22_EM_350.00,L224_1m_june29_22_EM_352.00,L224_1m_june29_22_EM_354.00,L224_1m_june29_22_EM_356.00,L224_1m_june29_22_EM_358.00,L224_1m_june29_22_EM_360.00,L224_1m_june29_22_EM_362.00,L224_1m_june29_22_EM_364.00,L224_1m_june29_22_EM_366.00,L224_1m_june29_22_EM_368.00,L224_1m_june29_22_EM_370.00,L224_1m_june29_22_EM_372.00,L224_1m_june29_22_EM_374.00,L224_1m_june29_22_EM_376.00,L224_1m_june29_22_EM_378.00,L224_1m_june29_22_EM_380.00,L224_1m_june29_22_EM_382.00,L224_1m_june29_22_EM_384.00,L224_1m_june29_22_EM_386.00,L224_1m_june29_22_EM_388.00,L224_1m_june29_22_EM_390.00,L224_1m_june29_22_EM_392.00,L224_1m_june29_22_EM_394.00,L224_1m_june29_22_EM_396.00,L224_1m_june29_22_EM_398.00,L224_1m_june29_22_EM_400.00,L224_1m_june29_22_EM_402.00,L224_1m_june29_22_EM_404.00,L224_1m_june29_22_EM_406.00,L224_1m_june29_22_EM_408.00,L224_1m_june29_22_EM_410.00,L224_1m_june29_22_EM_412.00,L224_1m_june29_22_EM_414.00,L224_1m_june29_22_EM_416.00,L224_1m_june29_22_EM_418.00,L224_1m_june29_22_EM_420.00,L224_1m_june29_22_EM_422.00,L224_1m_june29_22_EM_424.00,L224_1m_june29_22_EM_426.00,L224_1m_june29_22_EM_428.00,L224_1m_june29_22_EM_430.00,L224_1m_june29_22_EM_432.00,L224_1m_june29_22_EM_434.00,L224_1m_june29_22_EM_436.00,L224_1m_june29_22_EM_438.00,L224_1m_june29_22_EM_440.00,L224_1m_june29_22_EM_442.00,L224_1m_june29_22_EM_444.00,L224_1m_june29_22_EM_446.00,L224_1m_june29_22_EM_448.00,L224_1m_june29_22_EM_450.00,L224_1m_june29_22_EM_452.00,L224_1m_june29_22_EM_454.00,L224_1m_june29_22_EM_456.00,L224_1m_june29_22_EM_458.00,L224_1m_june29_22_EM_460.00,L224_1m_june29_22_EM_462.00,L224_1m_june29_22_EM_464.00,L224_1m_june29_22_EM_466.00,L224_1m_june29_22_EM_468.00,L224_1m_june29_22_EM_470.00,L224_1m_june29_22_EM_472.00,L224_1m_june29_22_EM_474.00,L224_1m_june29_22_EM_476.00,L224_1m_june29_22_EM_478.00,L224_1m_june29_22_EM_480.00,L224_1m_june29_22_EM_482.00,L224_1m_june29_22_EM_484.00,L224_1m_june29_22_EM_486.00,L224_1m_june29_22_EM_488.00,L224_1m_june29_22_EM_490.00,L224_1m_june29_22_EM_492.00,L224_1m_june29_22_EM_494.00,L224_1m_june29_22_EM_496.00,L224_1m_june29_22_EM_498.00,L224_1m_june29_22_EM_500.00,L224_1m_june29_22_EM_502.00,L224_1m_june29_22_EM_504.00,L224_1m_june29_22_EM_506.00,L224_1m_june29_22_EM_508.00,L224_1m_june29_22_EM_510.00,L224_1m_june29_22_EM_512.00,L224_1m_june29_22_EM_514.00,L224_1m_june29_22_EM_516.00,L224_1m_june29_22_EM_518.00,L224_1m_june29_22_EM_520.00,L224_1m_june29_22_EM_522.00,L224_1m_june29_22_EM_524.00,L224_1m_june29_22_EM_526.00,L224_1m_june29_22_EM_528.00,L224_1m_june29_22_EM_530.00,L224_1m_june29_22_EM_532.00,L224_1m_june29_22_EM_534.00,L224_1m_june29_22_EM_536.00,L224_1m_june29_22_EM_538.00,L224_1m_june29_22_EM_540.00,L224_1m_june29_22_EM_542.00,L224_1m_june29_22_EM_544.00,L224_1m_june29_22_EM_546.00,L224_1m_june29_22_EM_548.00,L224_1m_june29_22_EM_550.00,L224_1m_june29_22_EM_552.00,L224_1m_june29_22_EM_554.00,L224_1m_june29_22_EM_556.00,L224_1m_june29_22_EM_558.00,L224_1m_june29_22_EM_560.00,L224_1m_june29_22_EM_562.00,L224_1m_june29_22_EM_564.00,L224_1m_june29_22_EM_566.00,L224_1m_june29_22_EM_568.00,L224_1m_june29_22_EM_570.00,L224_1m_june29_22_EM_572.00,L224_1m_june29_22_EM_574.00,L224_1m_june29_22_EM_576.00,L224_1m_june29_22_EM_578.00,L224_1m_june29_22_EM_580.00,L224_1m_june29_22_EM_582.00,L224_1m_june29_22_EM_584.00,L224_1m_june29_22_EM_586.00,L224_1m_june29_22_EM_588.00,L224_1m_june29_22_EM_590.00,L224_1m_june29_22_EM_592.00,L224_1m_june29_22_EM_594.00,L224_1m_june29_22_EM_596.00,L224_1m_june29_22_EM_598.00,L224_1m_june29_22_EM_600.00
375.0700073,-0.063324161,-0.051216897,-0.001403585,-0.094630212,-0.078787014,-0.068769857,-0.074163139,-0.094701827,-0.094689146,-0.052964106,-0.094770759,-0.089676842,-0.043782748,-0.110123456,-0.058587868,-0.053348996,-0.079387628,-0.069210619,-0.074436419,-0.064340487,-0.059005708,-0.084596388,-0.08464095,-0.044237196,-0.049202058,-0.043731727,-0.049128938,-0.00806351,0.0369737,0.001458026,-0.028771743,-0.002006546,0.054003745,0.022197515,0.013157114,0.00211522,0.007551216,0.047154725,0.070549086,0.126820654,0.120579347,0.220863506,0.222225115,0.298551559,0.4046188,0.508802354,0.576641738,0.776310086,0.860212982,2.483819723,15.64512444,65.44597626,139.9554443,164.0204315,107.3139496,42.95269775,9.478152275,2.333271503,1.613530517,1.408685327,1.028387904,1.277153373,1.338765144,1.344996572,1.502007723,1.616889358,1.938213706,2.038508177,2.189296007,2.547543287,2.478060246,2.538656473,2.775825977,3.190920591,3.466750145,4.485256195,5.454791069,7.517616272,8.944061279,10.55213451,11.37414837,10.18063164,8.684135437,6.761290073,5.706406116,5.384058475,5.534667492,5.678024769,5.801807404,5.757144451,5.700873375,5.750955105,5.719924927,6.168174267,5.86513567,5.717075348,6.247581005,5.950138092,5.797943592,5.85472393,5.881649494,5.801221371,5.812150955,5.93156147,5.622525215,5.710978508,5.433926105,5.095944881,5.309379101,5.409396648,5.070872784,5.510249615,5.400638103,4.997413158,4.766398907,4.78057766,4.442821503,4.643809795,4.463495255,4.247675896,4.387421131,4.042912483,3.855019569,3.96381855,3.741394997,3.695091724,3.837667227,3.439898491,3.302155256,3.158974648,3.143916607,3.11472106,2.888444185,2.818497181,2.466512442,2.759120464,2.499477148,2.444701195,2.476439714,2.279309511,2.298113346,1.919530034,1.94715035,1.724411368,1.770846367,1.556531906,1.853688121,1.716277361,1.395382524,1.519547701,1.275934339,1.193457246,1.132645369,1.217015624,0.987795472,1.057530999,0.980279446,0.987775207,0.981553316,0.853353024,0.911535978,0.840682387,0.767038286,0.721221983,0.6763345,0.691143513
380,-0.113716461,-0.054959286,-0.077917203,-0.046473503,-0.06416285,-0.090936646,-0.051918767,-0.055881016,-0.029593974,-0.082349002,-0.056070726,-0.026066177,-0.004940808,-0.078121558,-0.130391225,-0.06945461,-0.051356222,-0.013239585,-0.013767764,-0.073879808,-0.121493705,-0.074045166,-0.087085605,-0.052656088,-0.043993324,-0.047887806,-0.038865063,-0.09990634,-0.025620572,-0.068974085,0.004228234,-0.003563009,-0.03043808,0.035526931,-0.064762518,0.042455316,-0.073573112,0.049108639,-0.001809858,0.031845391,0.063636795,0.106089458,0.044714421,0.198318586,0.186707482,0.254394114,0.329543412,0.376053333,0.39784497,0.517702103,0.695206344,1.428081155,7.484668255,46.39797211,113.6473007,176.9749908,128.7698059,59.8406105,16.37290192,3.330573082,1.358323812,1.615507841,1.020355582,1.169553995,1.211640596,1.338486075,1.369250059,1.514443398,1.637842059,1.866190553,2.113831043,2.14663744,2.429449797,2.611404657,2.866406202,2.916811705,3.16368866,3.516950607,4.181364536,5.444211483,6.742570877,8.479127884,10.17186165,10.09976292,9.596251488,7.893174171,6.932146072,5.706661701,5.123192787,5.098975182,5.285572529,5.316986561,5.400002956,5.637711525,5.253082275,4.994194508,5.135625839,5.097685814,5.347918034,5.271449089,5.14951849,5.305262566,5.169336319,5.53613615,5.214698792,5.30877924,5.277080059,5.099749088,5.190844059,4.886394501,4.796880245,4.939146042,4.973446369,4.806912422,4.634987831,4.589854717,4.598006248,4.358256817,4.368419647,4.147839069,4.114393234,3.915680885,3.781606197,3.79427743,3.71343708,3.606071234,3.25361824,3.347762823,3.228897095,3.147758722,2.984461546,2.795000553,2.805590153,2.603283405,2.66788888,2.38938117,2.409635544,2.10658288,2.204139471,2.136257172,2.263044596,1.8784796,1.933024287,1.772145271,1.791786551,1.818165779,1.620501161,1.574311137,1.431413531,1.326088905,1.179275036,1.109813452,1.307270765,1.110355973,1.156424761,1.135707259,0.942062616,0.948976874,0.879912913,0.903652549,0.807008803,0.724861562,0.679216683,0.725172579,0.551845431,0.602966249
385.0700073,-0.122918122,-0.068306491,-0.063639633,-0.113259077,-0.07726644,-0.095378421,-0.091071323,-0.073112734,-0.073409602,-0.121830583,-0.122138739,-0.056332976,-0.050844535,-0.069003858,-0.077634826,-0.090993047,-0.082232252,-0.095542766,-0.139612868,-0.091190867,-0.065035492,-0.077895619,-0.073937595,-0.022266254,-0.008085802,-0.038650867,-0.051396262,-0.042734332,0.014665425,-0.055475719,-0.00752271,-0.060455147,-0.029469542,0.028527051,0.023255587,0.033136666,-0.023831785,-0.02514755,-0.055788565,-0.020472266,0.036310688,0.059555739,0.051448956,0.122816756,0.130697891,0.132442802,0.140884504,0.216673508,0.328973949,0.341533005,0.239094839,0.454269946,0.604861856,0.876079977,2.583378553,17.90450096,59.63295746,149.736969,160.1959381,107.7010269,35.50337219,13.06181526,1.946257234,1.543219209,1.211055636,1.257506132,1.179940343,1.287543297,1.304883957,1.561990023,1.767731905,1.807159543,1.855560303,2.007750273,2.298217535,2.484475374,2.400049448,2.815441132,2.798593044,3.164317846,3.263417006,3.58584857,4.134067059,5.55700016,7.007768631,8.453213692,9.325059891,9.1603899,8.044577599,6.762482166,5.670645237,4.878819466,4.674558163,4.847230911,4.554977417,4.314061165,4.444658756,4.298111916,4.829605579,4.44139576,4.936830997,4.760837078,4.65738821,4.699426651,4.502422333,4.741458416,4.576723576,4.396512508,4.469307423,4.379352093,4.602434158,4.353441715,4.262356281,4.347118378,4.066187859,3.779757977,4.083476067,3.753658056,4.109960556,3.924995899,3.831871986,3.464081287,3.652596712,3.585363626,3.399874687,3.174386501,3.085443497,2.928938627,2.981520414,2.734336853,2.908429384,2.610651255,2.526158094,2.346590519,2.433454752,2.234193087,2.100372076,2.083734274,2.041612387,2.14220643,2.008390665,1.850564003,1.673143268,1.87312901,1.488429189,1.533227563,1.459015965,1.287712097,1.351888776,1.349027634,1.158163667,1.004558325,1.023624539,1.045692444,1.166698456,0.879359901,0.841604531,0.902795553,0.847050846,0.766080081,0.881975532,0.810988784,0.727383673,0.687275887,0.560078382,0.541925371
390,-0.15731068,-0.079653092,-0.040676795,-0.036655478,-0.0561249,-0.068047412,-0.076514892,-0.095975958,-0.12359339,-0.092070058,-0.060771074,-0.122921653,-0.072606526,-0.095998548,-0.103828907,-0.072400779,-0.092112742,0.006416313,-0.0378615,-0.053290099,-0.076697126,-0.072868243,-0.076982737,-0.057649519,-0.103804156,-0.053444415,-0.088266343,-0.076471679,-0.041331351,-0.056555733,-0.018555455,-0.029711746,-0.010083638,-0.068786293,-0.022169419,-0.041118313,-0.022022903,-0.021846592,-0.014280237,-0.00977812,-0.0261271,-0.02893094,0.034148782,0.044962183,0.11220856,0.120687872,0.079365894,0.189710513,0.087387338,0.136978582,0.225817606,0.202308074,0.241185561,0.455638349,0.556259096,0.773171425,1.175208449,6.969552517,36.00574875,95.49770355,138.5606842,173.012085,64.42990112,18.75330925,4.039040089,1.468609333,1.260162115,1.175063491,1.148518443,1.222298145,1.20938766,1.492456555,1.760617137,1.927321076,1.904630542,2.003988028,2.163408041,2.165209532,2.306534767,2.332093954,2.505930901,2.528151989,2.78763032,3.039316893,3.27222538,3.903419971,4.598032951,5.7202034,7.612429142,8.593502045,8.621242523,7.864219189,6.815865517,5.528246403,4.534624577,3.982406139,4.194464684,4.031207085,3.997709274,3.898372173,4.081760406,4.052529335,4.225015163,4.150043964,3.990615845,4.317438602,4.176021099,4.099444866,3.952974319,3.863931417,3.907161713,3.952477455,3.776047468,3.833439827,3.715249538,3.696760893,3.58417654,3.907305717,3.37948823,3.259106636,3.427126884,3.124417782,3.202940941,3.113084078,2.916731596,2.847623587,2.902242422,2.758086443,2.892204046,2.774302721,2.578774691,2.531404257,2.385858774,2.196273565,2.268435717,2.243067503,2.066367865,2.267393589,2.051851511,1.788813114,1.594243765,1.633250237,1.847452402,1.595504642,1.662351847,1.516492009,1.424525738,1.186865568,1.316013336,1.173537493,1.161251187,1.080306768,1.068002462,1.016437531,0.905984163,0.91626215,0.837716281,0.748860598,0.816460431,0.713015556,0.711027443,0.671052933,0.62777549,0.59654218,0.543123186,0.518116772
395.0700073,-0.036110938,-0.07159026,-0.079033285,-0.068756059,-0.079198837,-0.072317943,-0.093141332,-0.117060587,-0.124235883,-0.079491645,-0.066069052,-0.083024427,-0.07977657,-0.07260035,-0.079482689,-0.086243413,-0.09990634,-0.069458038,-0.079625927,-0.076533899,-0.069499597,-0.093143761,-0.052760832,-0.07295879,-0.079527222,-0.058897384,-0.059202433,-0.038424842,-0.049286075,-0.034994349,-0.004853502,-0.035557143,-0.089708708,-0.055724569,-0.042790554,-0.03402859,-0.065883592,-0.004325584,-0.076031365,0.00214003,-0.06540443,0.008846939,0.000909254,0.044377446,0.039070114,0.053661555,0.043263927,0.073055923,0.028382331,0.080893412,0.078476414,0.075545862,0.239877149,0.226862118,0.256942391,0.364682436,0.443434477,0.601840913,0.839413643,2.101412296,14.35783577,82.0240097,133.622818,143.7959595,98.63808441,33.4219017,7.215081215,1.72492981,1.442529559,1.278267264,1.355138302,1.303647995,1.47606504,1.524391532,1.623814583,1.614524484,1.60485518,1.772733569,1.929760575,1.851246119,1.798830032,2.205930471,2.114369631,2.161139011,2.189514875,2.557765007,2.561465025,2.718956232,3.188442945,3.945013046,5.28524065,6.794069767,7.735165119,7.997871876,7.443240643,6.233821869,5.01212883,4.298780441,3.897989511,3.724237442,3.87481904,3.843659401,3.787653208,3.777030706,3.614056826,3.65711689,3.483299494,3.686420202,3.719502687,3.581301212,3.432397604,3.712308168,3.483520985,3.493009329,3.426093102,3.425924778,3.215960503,3.239269018,3.241553307,3.110295534,3.039297819,3.006568432,2.784846544,2.811594963,2.851124763,2.771710634,2.721907139,2.533169508,2.43944335,2.449326277,2.27583456,2.419131517,2.175992489,2.073734283,2.124071121,2.004086971,1.922593474,1.778432965,1.885979295,1.797964334,1.66501081,1.54766798,1.530865312,1.48257494,1.497029662,1.350978971,1.312004089,1.405145645,1.259284258,1.173035264,0.976546049,0.978718638,0.911194921,0.900093675,0.930244327,0.92196238,0.724954009,0.716903627,0.700843751,0.72118789,0.703847706,0.611261725,0.608057082,0.579838634,0.562210441,0.600707233
400,-0.064423531,-0.103820249,-0.068568327,-0.080582671,-0.096036553,-0.134759665,-0.088545933,-0.061665129,-0.057648547,-0.115060844,-0.081087627,-0.050567292,-0.039745562,-0.077287793,-0.084788322,-0.09990634,-0.081143491,-0.073602512,-0.069790736,-0.07348337,-0.06249645,-0.058813263,-0.092419937,-0.069749862,-0.092347078,-0.118724979,-0.020392209,-0.103685215,-0.092357546,-0.054880392,-0.054532915,-0.073452614,-0.031565063,-0.001925498,-0.047205217,-0.024041288,-0.065918162,-0.031586327,-0.027407177,-0.01602748,-0.004512347,0.010545023,0.002139486,0.036729544,0.032015815,0.046425238,0.031516969,0.057336956,0.039871901,0.069518179,0.129218847,0.039794847,0.100059703,0.133393005,0.14262554,0.180077448,0.259774566,0.323076725,0.387581468,0.64106518,0.604975641,1.617887855,8.910806656,40.97506332,103.9320297,144.7929535,115.5076141,52.69825363,13.52035904,2.781597376,1.409342051,1.415296674,1.587309837,1.705876827,1.497949004,1.52908051,1.247328281,1.325959921,1.485557318,1.486495972,1.380939484,1.565951824,1.800646424,1.800275326,1.90032804,1.99782455,2.114949703,2.186209202,2.340207577,2.244594097,2.549110174,3.017991066,3.833050251,4.599726677,5.963992596,6.350784302,7.049695492,6.530367374,5.745711803,4.662443161,4.073703289,3.267415047,3.254408598,3.257198572,3.229773045,3.212636948,3.200298786,3.235856056,3.259196043,3.362280607,3.284647465,3.104970932,2.827760696,3.122250557,3.006355286,2.89027667,2.71322298,2.905872107,3.014565468,2.804405212,2.678588152,2.607053757,2.626912594,2.646821976,2.339709282,2.604719877,2.479767799,2.391136646,2.295057058,2.19505024,2.284924746,2.015299559,2.033934116,1.892349362,1.987549901,1.82471025,1.835997939,1.742088914,1.567090511,1.625242472,1.488694549,1.357700109,1.261986852,1.310800076,1.264329791,1.238388181,1.215368867,1.273261309,1.147144079,1.071980357,0.992372274,0.845287502,0.938424706,0.891724527,0.76874727,0.869234025,0.749500632,0.691221178,0.657760382,0.635216773,0.665178776,0.608454943,0.64260608,0.549466252,0.54132843,0.548274636
405,-0.103439011,-0.071347967,-0.113907821,-0.065429881,-0.11373511,-0.110269785,-0.089610256,-0.120727316,-0.072507016,-0.052540556,-0.082889639,-0.123749197,-0.09990634,-0.103327259,-0.082835667,-0.076161511,-0.055831522,-0.09990634,-0.130394459,-0.055901941,-0.079675168,-0.073189981,-0.069791809,-0.083004855,-0.052077919,-0.06247266,-0.038398158,-0.065694094,-0.059134528,-0.059272036,-0.045314297,0.00823392,-0.079578862,-0.004894145,-0.048753005,-0.058913074,-0.055558477,-0.032218717,-0.010681294,-0.079550311,-0.052164529,-0.014391817,-0.028737992,-0.04220039,0.02145943,0.011863723,0.06728521,0.055923387,0.042493582,0.006218791,0.049707726,0.022864603,0.018021762,0.083442837,0.084315404,0.117878512,0.097326964,0.155787989,0.210189328,0.259808302,0.298428178,0.416808724,0.526387751,0.833315313,2.602860928,17.01741409,59.07995605,124.0387573,141.1769867,94.50840759,30.27218246,6.336471558,1.983977437,1.790498257,1.589207292,1.343783021,1.218018174,1.042690396,1.158201694,1.28826952,1.267637253,1.248503566,1.410657287,1.427010298,1.526657462,1.547820568,1.706790686,1.720773697,1.751712799,1.997233748,2.032971382,2.279473782,2.263447285,2.352773428,2.593315363,2.986816168,3.749673367,4.665961742,5.450443745,6.530073166,6.32170248,5.663278103,5.050826073,3.999813557,3.248413086,2.772305489,2.864243269,2.920076847,2.710394859,3.046949148,2.682463169,2.811169624,2.920878172,2.640338659,2.75562191,2.676083088,2.611617804,2.691129923,2.696917057,2.54322958,2.451771021,2.367793083,2.363280296,2.37166214,2.326683283,2.161806107,2.177913189,2.283268929,1.955809951,2.062073231,1.93429935,2.089203119,1.813714147,1.730436683,1.631831169,1.562917352,1.582750201,1.450874925,1.566754699,1.412778497,1.451715469,1.31538558,1.299713492,1.174911261,1.217353582,1.139534593,1.158576608,1.091549039,1.023685336,1.00755477,0.842443645,0.773026347,0.754119635,0.815269232,0.792899668,0.72490567,0.72296685,0.669329643,0.667352796,0.626371443,0.568825066,0.576463997,0.544342756,0.462642014,0.508872211,0.48410666
410,-0.068586193,-0.061744362,-0.113672905,-0.09990634,-0.113529667,-0.093083523,-0.073021457,-0.09990634,-0.079487339,-0.089980714,-0.052857004,-0.079929709,-0.086477891,-0.093211778,-0.120044619,-0.076196656,-0.096592441,-0.036717921,-0.086531185,-0.070074692,-0.083228782,-0.080162674,-0.073637813,-0.089850329,-0.079903409,-0.083021522,-0.042944804,-0.042504936,-0.063412413,-0.003190994,-0.032986276,-0.052857798,-0.04569184,-0.04987799,-0.026223995,-0.052999824,-0.036221467,-0.039670013,-0.021995172,-0.018597268,0.010685325,0.007095605,-0.037115514,-0.039262503,-0.040105678,0.000505008,0.020296,-0.010251209,-0.013795659,0.04375501,0.041988656,0.006431386,-0.03297776,0.023772471,0.07412079,0.083866835,0.09774065,0.12264584,0.176029995,0.181023523,0.186866418,0.291860521,0.296042919,0.482023239,0.536430538,0.657795012,1.158875823,7.066371441,38.43499756,106.5343246,140.2857056,119.8013077,56.26944351,15.29566002,3.144002199,1.661718726,1.336744785,1.193148851,1.274840117,1.104025006,1.185427785,1.236680627,1.108084321,1.259787917,1.270092726,1.41408813,1.439286232,1.437267184,1.57489717,1.581605315,1.471563578,1.60710752,1.733638525,1.812596679,1.981155038,1.880582094,2.055108786,2.055094481,2.562671185,3.43952179,3.979897022,5.273859501,5.50681591,5.864723682,5.548886776,4.701951027,3.728618145,3.23692131,2.859944105,2.484440088,2.617837429,2.460227013,2.530405283,2.461178541,2.400126696,2.269682884,2.301887751,2.269242287,2.251945019,2.329923391,2.30838728,2.200576067,2.326932907,2.026849508,2.081302166,2.133004427,1.993596911,1.881270766,1.819684505,1.94873035,1.836205363,1.652843952,1.711327314,1.639419556,1.670040727,1.486363769,1.431614399,1.485817552,1.329366207,1.324755549,1.255684853,1.395839214,1.253642678,1.082374692,1.159005523,1.061506748,1.090944171,1.036063552,0.935633898,0.979113698,0.766437709,0.841353118,0.757269979,0.753071606,0.689907372,0.707225561,0.672026992,0.618117392,0.587433934,0.538204849,0.598861098,0.502327859,0.471207201,0.507469833,0.462257743,0.469962597
415.0700073,-0.076923795,-0.042049918,-0.077292725,-0.080838807,-0.048989519,-0.103104725,-0.084172726,-0.128435567,-0.090463467,-0.106166176,-0.103085034,-0.09990634,-0.115503415,-0.103058316,-0.103059247,-0.115704328,-0.09990634,-0.084476002,-0.106275968,-0.043918088,-0.121610761,-0.096831404,-0.09369041,-0.115591437,-0.128087521,-0.049718607,-0.011833593,-0.033967301,-0.031207003,-0.053342011,-0.027703039,-0.077868536,-0.023804769,-0.037503459,-0.043650188,-0.021769859,-0.037347302,-0.065339714,-0.040441956,0.007332601,-0.002876393,0.023323029,0.009757899,0.007452816,-0.050199147,-0.028409384,-0.002933763,0.031759232,-0.022066191,0.027486145,0.061971948,-0.014829189,0.031544954,-0.043463908,0.043902978,0.037350029,0.046731755,0.125569984,0.166423604,0.17263712,0.317683041,0.517931342,0.455323219,0.539156616,0.705097318,0.703766525,0.758435488,0.929257631,1.342962384,3.250548601,16.11214638,61.3227272,118.295784,135.6764984,91.62241364,37.21470642,7.855309486,2.358141422,1.858307838,1.705339789,1.459856153,1.409098387,1.332201719,1.07230401,1.254111409,1.044902682,1.163511634,1.314313769,1.257754683,1.247823477,1.41880095,1.414651394,1.380794764,1.598003387,1.57679987,1.494645,1.575176954,1.788365722,1.669442773,1.917328,1.907355905,2.221539021,2.719061375,3.371508598,4.250839233,5.180805683,5.426963806,5.270124435,4.61247921,4.00292635,3.135347366,2.683709145,2.49448514,2.234139442,2.222219229,2.195587397,2.184142113,2.093800783,2.014627218,2.01958251,1.965110421,1.946274638,2.023182869,1.974788785,1.804861546,1.98888433,1.825024486,1.676125884,1.647889495,1.659266591,1.446744204,1.666646957,1.543705344,1.527804732,1.486756921,1.347226739,1.388581991,1.461890221,1.276185036,1.363130927,1.037593722,1.243289709,1.159512043,1.068875074,1.058027744,1.039349794,0.938238502,0.837591708,0.960651278,0.758954227,0.746828496,0.728767693,0.731124699,0.670069575,0.682022691,0.575222373,0.596087813,0.532505214,0.546021998,0.597738266,0.457260549,0.509069026,0.442077041,0.407500565,0.464903235,0.304459572
420,-0.078321822,-0.068136781,-0.078448221,-0.078686543,-0.09990634,-0.123081163,-0.102000751,-0.080864929,-0.089444384,-0.101973124,-0.09990634,-0.093646832,-0.091553673,-0.106122233,-0.093632303,-0.118747875,-0.101972513,-0.083408944,-0.104084164,-0.085450038,-0.07504005,-0.091664217,-0.09990634,-0.101982027,-0.068670787,-0.026977822,-0.035541847,-0.045425043,-0.021423779,-0.047410585,-0.058070414,-0.051555116,-0.034640297,-0.060072884,-0.010122113,-0.033537507,-0.045564987,-0.047810633,-0.053893462,-0.017804191,-0.001226552,-0.008742839,-0.003089309,-0.009152278,0.003434889,0.007492624,-0.022632554,-0.008943684,-0.028807424,-0.022980541,0.004358292,-0.007705286,-0.000395395,-0.028340504,0.004664451,-0.060354978,0.013519503,0.001558132,0.002789102,0.008486383,0.079491675,0.137555957,0.175788507,0.261271477,0.291699827,0.349004626,0.329695761,0.382303476,0.484138131,0.57829392,0.748776078,1.256854415,4.846505642,26.09187508,85.051651,140.3601227,125.8741226,65.62520599,17.70604515,2.65880394,1.362558842,1.061506867,0.964491844,0.870239496,0.810550749,0.813276529,0.808577895,0.856751025,0.957566381,1.04018116,1.048551202,1.027667046,1.209171891,1.206061482,1.410868883,1.166072011,1.293329835,1.360404968,1.379908681,1.416152716,1.585230947,1.645724416,1.597227097,1.782178879,2.041828871,2.387665987,2.948297739,3.633780718,4.454566479,5.059168339,4.9405756,4.766283989,4.159439564,3.284656525,2.685735703,2.213863134,1.965538144,1.963879466,1.954593778,1.927193999,1.831404924,1.912228703,1.739204645,1.641691446,1.726400018,1.775395393,1.614784122,1.50488019,1.643082738,1.55421555,1.489084482,1.495105982,1.435901046,1.390273809,1.280673623,1.378277898,1.204710126,1.346573949,1.254185557,1.163384557,1.109103203,1.065657735,1.077594042,1.013065457,0.954395413,0.896617353,0.930338502,0.850334644,0.834785938,0.756418586,0.770754099,0.673569322,0.705821991,0.596917093,0.641572356,0.553879857,0.601728261,0.532997131,0.467255771,0.534648299,0.483062208,0.518900394,0.440601647,0.3893345,0.40415436,0.410054684
